,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,precip_type_-9999,precip_type_-9999.,precip_type_rain,icon_Breezy and Foggy,icon_Clear,icon_Foggy,icon_Humid,icon_Humid and Foggy,icon_Humid and Mostly Cloudy,icon_Humid and Overcast,icon_Humid and Partly Cloudy,icon_Light Rain,icon_Light Rain and Humid,icon_Mostly Cloudy,icon_Overcast,icon_Partly Cloudy,icon_Possible Drizzle and Humid,icon_Possible Light Rain,icon_Possible Light Rain and Humid,icon_Rain,icon_Rain and Humid,week_of_year,pahar,lead_15Mins,lead_30Mins,lead_45Mins,lead_60Mins
179,2017-10-08 11:00:00,0.0,34.71,32,1,21.18,334,2.45,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,12.56,12.77,13.02,13.16
180,2017-10-08 12:00:00,0.0,35.5,33,0,19.45,26,0.18,-9999.0,1008.47,-9999,-9999.0,-9999.0,-9999.0,3.64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,12.96,12.77,12.7,12.42
181,2017-10-08 13:00:00,0.0,36.1,33,0,20.45,8,2.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,12.08,12.07,11.38,10.78
182,2017-10-08 14:00:00,0.0,35.34,34,0,18.53,334,2.8,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,10.45,10.02,9.23,8.33
183,2017-10-08 15:00:00,0.0,37.98,36,0,18.12,350,1.18,-9999.0,1005.43,-9999,-9999.0,-9999.0,-9999.0,3.72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,7.42,6.35,5.35,4.11
184,2017-10-08 16:00:00,0.0,36.63,34,0,19.44,25,1.79,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,2.98,1.98,1.21,0.64
185,2017-10-08 17:00:00,0.0,35.88,34,0,19.33,32,1.44,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0.25,0.04,0.0,0.0
186,2017-10-08 18:00:00,0.0,34.49,34,0,17.76,11,0.75,-9999.0,1004.69,-9999,-9999.0,-9999.0,-9999.0,3.81,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0.0,0.0,0.0,0.0
198,2017-10-09 06:00:00,0.14,21.8,21,1,18.07,-9999,-9999.0,-9999.0,1007.98,-9999,-9999.0,-9999.0,-9999.0,3.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
199,2017-10-09 07:00:00,0.0,22.62,22,1,18.8,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
200,2017-10-09 08:00:00,0.0,23.23,23,1,19.4,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
201,2017-10-09 09:00:00,0.0,25.79,25,1,18.86,117,0.71,-9999.0,1008.81,-9999,-9999.0,-9999.0,-9999.0,3.65,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
202,2017-10-09 10:00:00,0.0,33.28,30,1,21.93,114,2.53,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
203,2017-10-09 11:00:00,0.0,36.14,33,1,21.68,116,1.73,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
204,2017-10-09 12:00:00,0.0,35.97,34,0,19.79,115,1.18,-9999.0,1008.42,-9999,-9999.0,-9999.0,-9999.0,3.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
205,2017-10-09 13:00:00,0.0,37.09,34,0,20.03,115,2.32,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,4.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
206,2017-10-09 14:00:00,0.0,37.87,36,0,18.41,146,2.03,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,4.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
207,2017-10-09 15:00:00,0.0,37.66,36,0,17.99,82,0.78,-9999.0,1005.93,-9999,-9999.0,-9999.0,-9999.0,3.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
208,2017-10-09 16:00:00,0.0,36.99,36,0,17.0,101,1.02,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
209,2017-10-09 17:00:00,0.0,34.29,34,0,16.68,90,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
210,2017-10-09 18:00:00,0.0,35.35,34,0,18.38,82,0.79,-9999.0,1005.07,-9999,-9999.0,-9999.0,-9999.0,3.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
222,2017-10-10 06:00:00,0.0,22.53,22,1,19.69,-9999,-9999.0,-9999.0,1007.92,-9999,-9999.0,-9999.0,-9999.0,3.46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
223,2017-10-10 07:00:00,0.0,24.53,24,1,21.02,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
224,2017-10-10 08:00:00,0.0,24.57,24,1,21.11,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.87,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
225,2017-10-10 09:00:00,0.0,26.12,26,1,18.93,90,0.45,-9999.0,1009.03,-9999,-9999.0,-9999.0,-9999.0,3.01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
226,2017-10-10 10:00:00,0.0,33.09,31,1,20.75,140,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
227,2017-10-10 11:00:00,0.0,35.43,33,0,20.46,130,1.37,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
228,2017-10-10 12:00:00,0.0,35.59,34,0,18.61,125,0.86,-9999.0,1007.98,-9999,-9999.0,-9999.0,-9999.0,3.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
229,2017-10-10 13:00:00,0.0,36.52,35,0,18.31,120,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
230,2017-10-10 14:00:00,0.0,37.04,36,0,18.14,180,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
231,2017-10-10 15:00:00,0.15,37.57,36,0,17.87,110,0.15,-9999.0,1005.22,-9999,-9999.0,-9999.0,-9999.0,3.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
232,2017-10-10 16:00:00,-9999.0,35.18,34,0,17.16,60,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
233,2017-10-10 17:00:00,-9999.0,34.1,33,0,17.46,40,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
234,2017-10-10 18:00:00,0.31,34.71,34,0,17.94,36,1.0,-9999.0,1004.33,-9999,-9999.0,-9999.0,-9999.0,3.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
246,2017-10-11 06:00:00,0.0,22.73,22,1,19.37,-9999,-9999.0,-9999.0,1007.07,-9999,-9999.0,-9999.0,-9999.0,3.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
247,2017-10-11 07:00:00,0.0,25.49,25,1,20.03,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
248,2017-10-11 08:00:00,0.0,25.91,25,1,20.83,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
249,2017-10-11 09:00:00,0.0,26.06,26,1,19.43,79,0.57,-9999.0,1009.1,-9999,-9999.0,-9999.0,-9999.0,2.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
250,2017-10-11 10:00:00,0.0,34.48,31,1,21.7,140,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
251,2017-10-11 11:00:00,0.0,35.13,32,0,20.51,116,1.83,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
252,2017-10-11 12:00:00,0.0,35.46,33,0,19.94,116,0.81,-9999.0,1008.67,-9999,-9999.0,-9999.0,-9999.0,3.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
253,2017-10-11 13:00:00,0.0,34.99,34,0,17.96,140,2.68,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
254,2017-10-11 14:00:00,0.0,35.43,34,0,17.61,102,1.95,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
255,2017-10-11 15:00:00,0.25,36.44,35,0,18.22,98,0.6,-9999.0,1005.97,-9999,-9999.0,-9999.0,-9999.0,3.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
256,2017-10-11 16:00:00,-9999.0,35.96,35,0,17.44,78,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
257,2017-10-11 17:00:00,0.0,34.41,33,0,18.06,59,1.69,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
258,2017-10-11 18:00:00,0.09,34.57,33,0,19.27,90,0.31,-9999.0,1005.45,-9999,-9999.0,-9999.0,-9999.0,3.01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
270,2017-10-12 06:00:00,0.14,22.63,22,1,20.09,-9999,-9999.0,-9999.0,1007.94,-9999,-9999.0,-9999.0,-9999.0,2.17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
271,2017-10-12 07:00:00,0.0,23.31,23,1,19.93,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
272,2017-10-12 08:00:00,0.0,24.46,24,1,20.51,280,1.34,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
273,2017-10-12 09:00:00,0.14,25.71,25,1,20.57,35,0.46,-9999.0,1008.6,-9999,-9999.0,-9999.0,-9999.0,2.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
274,2017-10-12 10:00:00,0.0,33.02,30,1,21.63,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
275,2017-10-12 11:00:00,0.0,34.57,32,1,21.04,280,2.24,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
276,2017-10-12 12:00:00,0.35,35.13,33,0,19.75,280,0.18,-9999.0,1008.03,-9999,-9999.0,-9999.0,-9999.0,3.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
277,2017-10-12 13:00:00,0.0,36.1,33,0,20.45,307,2.38,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
278,2017-10-12 14:00:00,0.0,35.68,34,0,18.02,320,2.69,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
279,2017-10-12 15:00:00,0.31,35.96,36,0,16.1,299,1.19,-9999.0,1005.02,-9999,-9999.0,-9999.0,-9999.0,3.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
280,2017-10-12 16:00:00,-9999.0,34.46,34,0,14.84,299,2.85,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
281,2017-10-12 17:00:00,0.0,34.88,34,0,17.73,310,3.13,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
282,2017-10-12 18:00:00,0.2,33.0,32,0,18.53,323,0.73,-9999.0,1004.68,-9999,-9999.0,-9999.0,-9999.0,3.01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
294,2017-10-13 06:00:00,0.0,19.42,19,1,15.03,-9999,0.0,-9999.0,1006.04,-9999,-9999.0,-9999.0,-9999.0,2.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
295,2017-10-13 07:00:00,0.0,23.02,23,1,17.68,-9999,0.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
296,2017-10-13 08:00:00,0.0,24.29,24,1,18.97,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
297,2017-10-13 09:00:00,0.0,24.92,25,1,17.98,285,0.76,-9999.0,1007.28,-9999,-9999.0,-9999.0,-9999.0,3.51,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
298,2017-10-13 10:00:00,0.0,30.38,29,1,18.22,283,1.77,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
299,2017-10-13 11:00:00,0.0,32.99,32,0,18.78,255,2.23,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
300,2017-10-13 12:00:00,0.0,35.44,34,0,18.86,273,0.84,-9999.0,1006.03,-9999,-9999.0,-9999.0,-9999.0,3.56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
301,2017-10-13 13:00:00,0.0,35.61,34,0,18.93,295,3.17,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
302,2017-10-13 14:00:00,0.0,35.82,36,0,15.97,293,4.09,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
303,2017-10-13 15:00:00,0.0,37.01,36,0,16.86,301,1.19,-9999.0,1003.15,-9999,-9999.0,-9999.0,-9999.0,3.73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
304,2017-10-13 16:00:00,0.0,34.59,34,0,16.0,313,3.11,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
305,2017-10-13 17:00:00,0.0,34.88,34,0,17.73,303,2.47,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.54,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
306,2017-10-13 18:00:00,0.0,34.39,34,0,17.34,312,1.04,-9999.0,1002.0,-9999,-9999.0,-9999.0,-9999.0,3.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
318,2017-10-14 06:00:00,0.0,20.44,20,1,17.1,180,0.45,-9999.0,1005.41,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
319,2017-10-14 07:00:00,0.0,23.17,23,1,18.94,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
320,2017-10-14 08:00:00,0.0,24.36,24,1,19.49,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
321,2017-10-14 09:00:00,0.0,24.56,25,1,15.92,230,0.59,-9999.0,1007.02,-9999,-9999.0,-9999.0,-9999.0,2.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
322,2017-10-14 10:00:00,0.0,32.38,31,1,19.68,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
323,2017-10-14 11:00:00,0.0,34.8,33,0,19.12,296,1.99,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
324,2017-10-14 12:00:00,0.0,34.3,34,0,15.19,281,0.48,-9999.0,1006.19,-9999,-9999.0,-9999.0,-9999.0,3.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
325,2017-10-14 13:00:00,0.0,36.52,36,0,17.23,290,2.06,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
326,2017-10-14 14:00:00,0.0,36.25,35,0,17.89,321,1.94,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,4.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
327,2017-10-14 15:00:00,0.0,37.22,37,0,12.95,312,0.63,-9999.0,1003.4,-9999,-9999.0,-9999.0,-9999.0,3.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
328,2017-10-14 16:00:00,0.0,35.57,36,0,14.44,329,2.59,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
329,2017-10-14 17:00:00,0.0,34.46,34,0,14.78,320,1.6,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,4.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
330,2017-10-14 18:00:00,0.0,34.08,34,0,14.79,283,0.39,-9999.0,1002.22,-9999,-9999.0,-9999.0,-9999.0,3.89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
342,2017-10-15 06:00:00,0.14,19.5,19,1,15.69,16,2.35,-9999.0,1005.47,-9999,-9999.0,-9999.0,-9999.0,2.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.08,0.34
343,2017-10-15 07:00:00,0.0,22.78,23,1,15.11,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.8,1.4,2.23,3.13
344,2017-10-15 08:00:00,0.0,22.18,22,1,17.18,-9999,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,1.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6.24,5.1,6.08,7.04
345,2017-10-15 09:00:00,0.0,23.99,24,1,16.52,265,0.7,-9999.0,1007.21,-9999,-9999.0,-9999.0,-9999.0,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,7.91,8.54,9.41,10.08
346,2017-10-15 10:00:00,0.0,29.14,29,0,16.97,14,0.97,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,10.6,11.05,11.69,12.09
347,2017-10-15 11:00:00,0.0,32.7,32,0,18.21,316,1.41,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,12.56,12.77,13.02,13.16
348,2017-10-15 12:00:00,0.0,34.24,34,0,16.38,359,0.34,-9999.0,1006.44,-9999,-9999.0,-9999.0,-9999.0,3.67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.96,12.77,12.7,12.42
349,2017-10-15 13:00:00,0.0,35.15,34,0,17.11,330,2.2,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,12.08,12.07,11.38,10.78
350,2017-10-15 14:00:00,0.0,36.36,36,0,17.0,353,1.92,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,10.45,10.02,9.23,8.33
351,2017-10-15 15:00:00,0.0,37.69,38,0,12.25,297,0.27,-9999.0,1003.57,-9999,-9999.0,-9999.0,-9999.0,3.89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,7.42,6.35,5.35,4.11
352,2017-10-15 16:00:00,0.0,36.11,36,0,14.67,348,2.64,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,2.98,1.98,1.21,0.64
353,2017-10-15 17:00:00,0.0,36.11,36,0,14.09,331,2.43,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,3.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.25,0.04,0.0,0.0
354,2017-10-15 18:00:00,0.0,34.34,34,0,15.39,272,0.18,-9999.0,1003.07,-9999,-9999.0,-9999.0,-9999.0,3.32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0.0,0.0,0.0,0.0
